"","carat","cut","color","clarity","depth","table","price","x","y","z"
"2845",0.93,"Ideal","I","SI2",62.3,57,3101,6.2,6.22,3.87
"2846",1.02,"Premium","H","SI2",58.3,59,3313,6.61,6.57,3.84
"2847",0.8,"Ideal","E","SI2",60.9,57,3251,6,6.03,3.66
"2848",0.72,"Ideal","F","VS2",61.8,59,2931,5.71,5.74,3.54
"2849",0.9,"Ideal","I","VS1",62.4,57,3545,6.17,6.21,3.86
"2850",0.71,"Ideal","F","VS1",61.5,57,3404,5.73,5.76,3.53
"2851",0.3,"Ideal","F","VS2",62.1,57,568,4.27,4.3,2.66
"2852",0.74,"Ideal","G","SI1",61.6,55,2760,5.8,5.85,3.59
"2853",0.7,"Ideal","E","VS2",60.5,59,3201,5.72,5.75,3.47
"2854",0.31,"Premium","H","SI1",62.8,58,558,4.32,4.28,2.7
"2855",0.71,"Premium","E","VS2",62.7,58,2776,5.74,5.68,3.58
"2856",0.7,"Good","E","VVS2",60.1,63,2857,5.68,5.71,3.42
"2857",1.01,"Fair","I","SI1",65.5,58,3280,6.28,6.24,4.1
"2858",0.7,"Ideal","F","VS1",61.2,56,3662,5.73,5.76,3.52
"2859",1.01,"Good","H","I1",64.2,61,2846,6.25,6.18,3.99
"2860",0.86,"Very Good","G","SI1",62.9,55,3293,6.04,6.08,3.81
"2861",0.9,"Very Good","F","SI2",62.8,54,3217,6.05,6.15,3.83
"2862",1.12,"Premium","F","SI2",62.4,59,3723,6.6,6.54,4.1
"2863",0.7,"Ideal","H","VVS2",60.9,56,3325,5.76,5.79,3.52
"2864",0.84,"Ideal","G","SI2",62.3,55,2879,6.08,6.03,3.77
"2865",0.7,"Ideal","E","VS1",60.5,56,2973,5.74,5.79,3.49
"2866",0.7,"Very Good","E","VS2",62.4,58,2952,5.66,5.68,3.54
"2867",0.89,"Premium","H","SI2",60.2,59,2815,6.26,6.23,3.76
"2868",0.71,"Premium","G","VS1",62.2,59,2825,5.73,5.66,3.54
"2869",0.9,"Premium","D","SI2",62.5,59,3312,6.18,6.13,3.85
"2870",0.91,"Premium","H","SI1",60.9,58,3414,6.26,6.22,3.8
"2871",1.2,"Fair","J","I1",64.9,59,3011,6.61,6.54,4.27
"2872",0.3,"Ideal","D","SI1",62.1,56,552,4.3,4.33,2.68
"2873",0.73,"Ideal","G","VS2",61.6,56,3595,5.8,5.83,3.58
"2874",0.9,"Fair","J","VS2",65,56,2815,6.08,6.04,3.94
"2875",1.01,"Very Good","F","SI2",59.5,57,3709,6.61,6.66,3.95
"2876",0.7,"Ideal","E","VS2",61.7,56,2979,5.74,5.71,3.53
"2877",1.5,"Fair","H","I1",69.3,61,3175,6.99,6.81,4.78
"2878",0.9,"Premium","F","SI2",62.2,61,3507,6.08,6.04,3.77
"2879",0.92,"Good","F","SI2",64.2,58,3340,6.11,6.14,3.93
"2880",0.77,"Ideal","D","SI2",60.6,56,2922,5.95,5.9,3.59
"2881",0.83,"Ideal","E","SI2",62.2,57,2870,6,6.05,3.75
"2882",0.72,"Ideal","D","VS2",60.9,55,3236,5.77,5.89,3.55
"2883",1.03,"Ideal","H","SI2",60.5,57,3692,6.58,6.52,3.96
"2884",0.9,"Premium","F","SI2",58,57,3704,6.41,6.34,3.7
"2885",1.01,"Premium","J","VS2",59.8,61,3535,6.47,6.43,3.86
"2886",0.73,"Ideal","G","VS1",60.9,59,3459,5.79,5.83,3.54
"2887",0.62,"Ideal","G","VVS2",61.6,56,2861,5.45,5.48,3.37
"2888",0.76,"Ideal","E","SI1",62.5,57,3033,5.8,5.82,3.63
"2889",0.77,"Ideal","D","VS2",61.8,56,3721,5.84,5.9,3.63
"2890",0.92,"Ideal","G","SI2",63,57,3697,6.16,6.13,3.87
"2891",0.75,"Ideal","E","VS2",62,56,3120,5.82,5.85,3.62
"2892",0.3,"Ideal","G","VS1",62.3,56,555,4.29,4.31,2.68
"2893",1,"Ideal","E","I1",63,57,3360,6.35,6.32,3.99
"2894",0.7,"Very Good","D","VS1",62.8,59,3247,5.63,5.68,3.55
"2895",0.72,"Ideal","H","SI1",61.1,56,2997,5.78,5.8,3.54
"2896",0.7,"Very Good","D","VS2",60.7,58,3092,5.7,5.73,3.47
"2897",0.91,"Fair","H","SI1",64.4,60,3180,6.1,6.07,3.92
"2898",0.78,"Very Good","G","VS1",61.5,55,3472,5.92,5.97,3.66
"2899",0.9,"Premium","I","SI1",60.9,56,2947,6.26,6.21,3.8
"2900",0.79,"Ideal","E","SI1",61.6,55,3715,5.94,6.04,3.69
"2901",0.7,"Premium","D","VS1",62.9,59,3214,5.72,5.66,3.58
"2902",0.31,"Very Good","I","VS2",63.1,54,558,4.34,4.31,2.73
"2903",0.8,"Good","G","VS1",63.2,60.1,3283,5.77,5.85,3.67
"2904",1,"Fair","I","SI2",65.8,58,3348,6.23,6.27,4.11
"2905",0.7,"Premium","D","VS1",61.6,61,3001,5.66,5.61,3.47
"2906",1,"Fair","G","SI1",67.7,57,3631,6,6.15,4.11
"2907",1.01,"Good","H","SI2",64.1,56,3111,6.37,6.3,4.06
"2908",1.01,"Very Good","D","SI2",59.1,63,3671,6.59,6.54,3.88
"2909",0.71,"Ideal","H","VVS1",62.1,54,2918,5.7,5.76,3.56
"2910",0.7,"Good","D","VS1",57.8,60,3239,5.85,5.87,3.39
"2911",0.55,"Ideal","D","VVS2",61.5,56,3468,5.26,5.28,3.24
"2912",0.32,"Very Good","E","SI1",60.1,60,561,4.42,4.47,2.67
"2913",0.83,"Premium","E","SI2",59.2,60,2859,6.17,6.12,3.64
"2914",0.71,"Very Good","D","SI1",61.7,56,2913,5.68,5.8,3.54
"2915",0.75,"Ideal","G","VS2",60.6,55,2991,5.91,5.93,3.59
"2916",0.31,"Very Good","J","SI1",59.4,62,353,4.39,4.43,2.62
"2917",0.59,"Ideal","E","VVS1",62,56,2829,5.36,5.38,3.33
"2918",0.92,"Premium","H","SI1",59,59,3709,6.36,6.31,3.74
"2919",0.32,"Premium","G","VS2",62.6,60,561,4.33,4.36,2.72
"2920",0.91,"Very Good","I","SI1",62.8,57,3703,6.09,6.18,3.85
"2921",0.73,"Very Good","F","VVS2",62.1,57,3705,5.74,5.76,3.57
"2922",0.9,"Very Good","I","SI1",61.4,55,3271,6.19,6.28,3.83
"2923",0.7,"Very Good","F","VS1",62.8,56,3265,5.64,5.66,3.55
"2924",1.1,"Premium","J","VS2",61.2,57,3696,6.66,6.61,4.06
"2925",1.03,"Premium","D","SI2",62.3,58,3675,6.5,6.4,4.03
"2926",0.74,"Ideal","E","VS2",61.9,57,2901,5.81,5.78,3.59
"2927",0.71,"Very Good","H","IF",60.2,61,3444,5.76,5.8,3.48
"2928",0.74,"Ideal","H","VVS2",61.2,57,2961,5.79,5.85,3.56
"2929",0.9,"Good","H","SI1",58.9,61,3734,6.27,6.36,3.72
"2930",0.76,"Very Good","G","VS2",61.1,57,3170,5.84,5.95,3.6
"2931",0.71,"Premium","D","SI1",60.7,58,2861,5.95,5.78,3.56
"2932",0.33,"Very Good","I","SI1",63.2,58,572,4.38,4.36,2.76
"2933",0.73,"Ideal","E","VS1",62.8,57,3327,5.75,5.78,3.62
"2934",0.31,"Very Good","D","SI1",62.9,56,571,4.31,4.34,2.72
"2935",0.74,"Good","E","SI1",62.8,61,2906,5.74,5.76,3.61
"2936",1.01,"Premium","H","SI2",59.6,60,3665,6.5,6.55,3.89
"2937",0.82,"Ideal","F","SI1",62.6,57,2974,5.96,6.02,3.75
"2938",0.72,"Ideal","E","SI1",62.6,56,2907,5.7,5.73,3.58
"2939",0.9,"Good","I","VS2",58.5,66,3353,6.23,6.25,3.65
"2940",0.32,"Ideal","G","VS2",61.8,57,561,4.37,4.4,2.71
"2941",0.71,"Very Good","F","VS1",62.2,55,3045,5.68,5.74,3.56
"2942",1,"Fair","E","SI1",66.5,55,3696,6.21,6.19,4.12
"2943",0.81,"Ideal","F","SI1",61.2,57,3146,6,6.05,3.69
"2944",0.8,"Very Good","D","SI1",58.2,63,2925,6.07,6.03,3.52
"2945",0.9,"Good","E","SI2",63.6,59,3584,6.05,6.09,3.86
"2946",0.93,"Very Good","J","VS2",62.8,56,3576,6.14,6.22,3.88
"2947",1.01,"Fair","I","VS2",68.7,58,3597,6.14,6,4.19
"2948",0.91,"Fair","H","SI2",64.4,57,2763,6.11,6.09,3.93
"2949",0.79,"Good","F","VS1",57.7,58,3436,6.06,6.14,3.52
"2950",0.92,"Ideal","F","SI1",62.2,55,3400,6.25,6.19,3.87
"2951",0.9,"Very Good","J","VS2",61.9,59,3119,6.14,6.2,3.82
"2952",0.71,"Very Good","D","VS2",61.8,55,3084,5.72,5.74,3.54
"2953",0.7,"Premium","E","SI1",60.5,58,2777,5.77,5.74,3.48
"2954",1.15,"Good","J","SI2",63.8,60,3733,6.63,6.56,4.21
"2955",0.66,"Ideal","D","VVS2",61.6,57,3049,5.64,5.57,3.45
"2956",0.7,"Ideal","F","SI1",60.7,57,2833,5.73,5.75,3.49
"2957",0.72,"Ideal","D","SI1",61.9,55,2954,5.75,5.78,3.57
"2958",0.6,"Ideal","G","VVS1",62.1,56,3001,5.42,5.43,3.37
"2959",0.77,"Very Good","G","VS1",61.1,54,3197,5.91,5.94,3.62
"2960",0.9,"Good","F","SI2",64.3,57,3267,6.06,6.16,3.93
"2961",0.9,"Premium","D","SI1",62.2,60,3013,6.08,6.05,3.77
"2962",1.04,"Premium","E","SI2",61.6,59,3392,6.51,6.47,4
"2963",0.77,"Premium","E","SI1",60.9,58,2896,5.94,5.88,3.6
"2964",0.31,"Premium","I","VS2",59.9,60,558,4.44,4.41,2.65
"2965",0.74,"Ideal","D","SI1",61.8,56,3517,5.84,5.88,3.62
"2966",0.71,"Premium","G","VS2",60.9,57,2766,5.78,5.75,3.51
"2967",0.53,"Ideal","F","VVS1",61.6,56,2896,5.18,5.24,3.21
"2968",1.1,"Ideal","F","I1",61.3,57,3690,6.68,6.62,4.08
"2969",0.93,"Very Good","J","VS2",61.1,59,3180,6.32,6.34,3.87
"2970",1.12,"Fair","I","SI2",64.6,57,3669,6.5,6.47,4.19
"2971",0.77,"Ideal","D","SI1",62.6,57,2949,5.81,5.92,3.67
"2972",0.97,"Good","J","VS2",64.3,58,3129,6.25,6.22,4.01
"2973",0.3,"Very Good","G","VS1",60.8,61,565,4.31,4.34,2.63
"2974",1.11,"Premium","H","I1",61,59,3263,6.67,6.61,4.05
"2975",1.01,"Very Good","J","SI1",62.9,57,3499,6.35,6.37,4
"2976",0.56,"Ideal","D","VVS1",61.8,56,3270,5.28,5.31,3.27
"2977",0.7,"Good","E","VS2",60.3,60,3115,5.69,5.75,3.45
"2978",1,"Premium","H","SI2",62.8,60,3080,6.46,6.34,4.02
"2979",0.72,"Ideal","D","VS2",62.1,54,3450,5.76,5.81,3.59
"2980",0.75,"Ideal","G","VVS2",61.3,55,3525,5.85,5.89,3.59
"2981",0.74,"Ideal","E","VS2",61.7,56,3315,5.86,5.81,3.6
"2982",0.71,"Ideal","G","VS1",62.7,57,2930,5.69,5.73,3.58
"2983",0.27,"Very Good","F","IF",59.4,61,567,4.23,4.26,2.52
"2984",0.74,"Ideal","I","VVS1",60.8,57,2822,5.85,5.89,3.57
"2985",0.75,"Very Good","D","SI1",59.7,62,3046,5.89,5.94,3.53
"2986",0.72,"Ideal","G","VVS2",62.4,57,3139,5.71,5.76,3.58
"2987",0.71,"Ideal","D","VS1",60.9,58,3716,5.72,5.78,3.5
"2988",0.71,"Good","D","VS1",64.2,58,3690,5.65,5.6,3.61
"2989",0.73,"Very Good","G","VS1",60.7,55,3011,5.87,5.89,3.57
"2990",0.9,"Fair","F","SI1",65.3,61,3326,6,5.95,3.9
"2991",1.01,"Premium","H","SI2",59.4,62,3083,6.47,6.43,3.83
"2992",1,"Good","H","SI2",62,64,3192,6.43,6.29,3.94
"2993",0.85,"Ideal","G","SI2",62,57,2913,6.1,6.02,3.76
"2994",0.77,"Very Good","H","VS1",63.3,57,2927,5.79,5.83,3.68
"2995",0.73,"Very Good","D","VS2",60.5,59,3411,5.76,5.84,3.51
"2996",0.72,"Good","F","VS1",59.4,61,2897,5.82,5.89,3.48
"2997",0.71,"Very Good","E","VS1",61.8,56,3059,5.74,5.78,3.56
"2998",0.8,"Ideal","G","VS2",61.2,57,2969,6.02,6.07,3.7
"2999",0.94,"Very Good","D","SI2",62,57,3634,6.28,6.34,3.91
"3000",0.28,"Very Good","E","VVS2",64,54,572,4.11,4.17,2.65
"3001",0.32,"Very Good","G","VS2",60.9,58,564,4.42,4.45,2.7
"3002",0.91,"Good","D","SI2",64.1,62,3408,6.01,6.06,3.87
"3003",0.84,"Ideal","I","VS1",62.3,59,3283,5.99,6.04,3.75
"3004",0.76,"Ideal","E","SI1",62.4,57,3087,5.83,5.87,3.65
"3005",0.32,"Good","G","VS2",63.3,54,561,4.36,4.39,2.77
"3006",1.25,"Ideal","E","I1",60.9,56,3276,6.95,6.91,4.22
"3007",0.77,"Very Good","H","VS1",62.8,58,2961,5.75,5.78,3.62
"3008",0.73,"Ideal","E","SI1",61.5,56,3453,5.79,5.82,3.57
"3009",0.7,"Ideal","D","SI1",61.7,57,3199,5.76,5.73,3.54
"3010",0.71,"Premium","D","SI2",61.7,59,2768,5.71,5.67,3.51
"3011",0.75,"Ideal","D","SI1",62.3,57,2954,5.8,5.83,3.62
"3012",0.7,"Ideal","D","VS1",61.9,57,3093,5.69,5.72,3.53
"3013",0.81,"Ideal","F","SI1",62.3,55,3481,5.96,6,3.72
"3014",1.01,"Good","G","SI2",60.8,63,3512,6.36,6.4,3.88
"3015",0.9,"Very Good","E","SI2",61.6,58,3715,6.18,6.23,3.82
"3016",0.75,"Ideal","E","VS2",61.9,57,3435,5.81,5.83,3.6
"3017",0.72,"Good","E","VS1",57.9,60,3048,5.97,5.91,3.44
"3018",0.31,"Ideal","G","SI1",61.6,55,563,4.34,4.37,2.68
"3019",0.82,"Very Good","G","VS2",62.1,56,3528,5.94,5.98,3.7
"3020",0.8,"Good","F","SI1",63.8,59,2890,5.87,5.83,3.73
"3021",0.71,"Ideal","F","VS2",62.1,54,2780,5.68,5.72,3.54
"3022",0.27,"Ideal","G","VVS2",60.8,57,566,4.18,4.2,2.54
"3023",0.79,"Ideal","D","SI1",61.3,54,3328,5.96,6.01,3.67
"3024",1.12,"Ideal","I","SI2",62.4,57,3688,6.69,6.62,4.15
"3025",0.7,"Very Good","D","SI1",60.2,60,2872,5.75,5.82,3.48
"3026",1.2,"Ideal","I","I1",61.9,56,3570,6.85,6.82,4.23
"3027",0.73,"Premium","E","VS1",62.6,60,2876,5.68,5.75,3.58
"3028",0.31,"Ideal","D","SI1",61.1,56,571,4.36,4.38,2.67
"3029",0.9,"Premium","I","VS2",58.7,60,2923,6.35,6.28,3.7
"3030",0.7,"Ideal","E","VS2",62.6,56,3068,5.65,5.69,3.55
"3031",0.9,"Fair","H","VS2",65.6,55,3375,6.01,5.97,3.93
"3032",0.7,"Ideal","D","VS2",61.5,56,3129,5.7,5.74,3.52
"3033",0.83,"Good","I","VS2",64.6,54,2774,5.85,5.88,3.79
"3034",0.81,"Premium","F","SI1",61.9,59,3043,5.97,5.95,3.69
"3035",1.5,"Fair","H","I1",65.6,54,2964,7.26,7.09,4.7
"3036",0.8,"Very Good","D","SI2",62.5,59,2862,5.88,5.92,3.69
"3037",0.93,"Ideal","J","VS1",62.3,56,3281,6.26,6.22,3.89
"3038",0.32,"Premium","G","VS2",60.5,58,561,4.41,4.42,2.67
"3039",1.22,"Very Good","J","SI2",63.5,58,3443,6.8,6.75,4.3
"3040",1.1,"Very Good","I","SI1",63.5,57,3573,6.55,6.53,4.15
"3041",0.9,"Very Good","I","VS2",63.4,57,3489,6.07,6.1,3.86
"3042",0.83,"Ideal","E","VS2",61.8,57,3625,6.04,6.03,3.73
"3043",0.7,"Ideal","E","SI1",61.4,57,2777,5.76,5.7,3.52
"3044",1,"Premium","E","SI2",58.5,59,3450,6.62,6.51,3.84
"3045",0.92,"Ideal","H","SI2",58.5,57,2947,6.37,6.34,3.72
"3046",0.3,"Ideal","G","VS2",62,56,556,4.28,4.3,2.66
"3047",0.96,"Premium","G","SI2",62.7,60,3215,6.29,6.11,3.89
"3048",0.71,"Ideal","F","VS1",61.4,56,3710,5.75,5.78,3.54
"3049",0.81,"Premium","G","VS2",61.4,60,3193,6.02,5.99,3.69
"3050",0.71,"Premium","F","VS1",62.7,58,2879,5.71,5.67,3.57
"3051",0.9,"Premium","I","VS2",62.8,61,3246,6.12,6.02,3.81
"3052",0.77,"Premium","F","VS2",61.8,56,2889,5.94,5.9,3.66
"3053",0.71,"Very Good","G","VVS2",60.8,58,2977,5.75,5.77,3.5
"3054",0.73,"Premium","G","VS1",61.4,58,2841,5.82,5.77,3.56
"3055",0.74,"Premium","E","VS1",60,57,3133,5.94,5.89,3.55
"3056",0.75,"Ideal","D","VS2",61.7,55,3562,5.85,5.82,3.6
"3057",0.78,"Ideal","E","VS2",61.4,56,3582,5.91,5.95,3.64
"3058",0.7,"Very Good","E","VS2",62.9,57,2793,5.66,5.69,3.57
"3059",1.01,"Premium","F","I1",61.8,60,2781,6.39,6.36,3.94
"3060",0.87,"Ideal","F","SI2",62.2,56,3090,6.03,6.13,3.78
"3061",0.76,"Ideal","D","VS2",61.2,57,3443,5.89,5.91,3.61
"3062",0.73,"Ideal","H","VVS1",62.1,56,3220,5.75,5.8,3.59
"3063",0.71,"Ideal","G","SI1",61.3,55,3007,5.73,5.79,3.53
"3064",0.34,"Very Good","F","SI1",59.4,62,566,4.54,4.59,2.71
"3065",1.15,"Ideal","H","I1",62,55,3606,6.76,6.69,4.17
"3066",0.92,"Good","E","SI2",62,64,3153,6.2,6.16,3.83
"3067",0.71,"Ideal","G","SI1",61.9,56,3007,5.73,5.76,3.55
"3068",0.77,"Very Good","E","SI1",63.2,58,2873,5.8,5.84,3.68
"3069",0.9,"Very Good","G","SI2",60.1,60,3114,6.22,6.32,3.77
"3070",0.71,"Very Good","F","VVS1",63.3,58,3104,5.67,5.64,3.58
"3071",0.7,"Very Good","H","VVS1",59.2,60,2893,5.87,5.78,3.45
"3072",0.91,"Good","I","VS2",64.3,58,2813,6.09,6.05,3.9
"3073",0.72,"Ideal","H","VVS2",61.7,55,3417,5.77,5.8,3.57
"3074",0.32,"Ideal","G","VS2",62,57,561,4.37,4.4,2.72
"3075",0.9,"Very Good","I","VS2",63,60,3709,6.15,6.17,3.88
"3076",0.7,"Ideal","E","VS1",62.1,55,3248,5.72,5.77,3.57
"3077",1.21,"Good","G","I1",64,59,3415,6.78,6.73,4.32
"3078",0.71,"Ideal","F","VS1",61.9,56,2907,5.7,5.74,3.54
"3079",0.9,"Good","H","SI1",66.1,57,3282,5.94,5.99,3.94
"3080",0.77,"Premium","E","VS1",60.8,56,3260,5.95,5.9,3.6
"3081",0.63,"Premium","E","VVS2",62.1,57,2789,5.48,5.41,3.38
"3082",0.71,"Very Good","E","VS2",60.7,60,2921,5.75,5.78,3.5
"3083",1,"Premium","J","VS1",59.7,62,3640,6.52,6.46,3.87
"3084",0.3,"Ideal","F","VS2",61.9,54,573,4.29,4.33,2.67
"3085",0.23,"Very Good","E","VS1",59.5,58,402,4.01,4.06,2.4
"3086",1,"Good","I","SI2",63.9,60,3465,6.26,6.3,4.01
"3087",1.02,"Premium","H","SI2",59.2,59,3701,6.57,6.54,3.88
"3088",0.93,"Premium","H","SI1",62.8,58,3646,6.24,6.21,3.91
"3089",0.79,"Very Good","F","VS1",58.6,57,3398,6.08,6.14,3.58
"3090",0.73,"Ideal","F","VS1",62.6,56,3211,5.73,5.71,3.58
"3091",0.31,"Very Good","D","SI1",61.1,57,571,4.35,4.36,2.66
"3092",1.02,"Ideal","E","SI2",62.3,56,3455,6.42,6.37,3.98
"3093",0.91,"Very Good","G","SI2",62,58,3387,6.13,6.2,3.82
"3094",0.83,"Premium","F","VS2",62,59,3393,6,5.96,3.71
"3095",0.31,"Ideal","D","SI1",61.2,55,571,4.37,4.49,2.71
"3096",0.78,"Ideal","E","SI1",62.7,55,3014,5.9,5.87,3.69
"3097",0.31,"Very Good","D","SI1",61.7,59,571,4.31,4.35,2.67
"3098",0.72,"Ideal","G","VVS2",61,56,3295,5.8,5.84,3.55
"3099",0.9,"Very Good","G","SI1",63.2,62,3512,6.19,6.09,3.88
"3100",0.78,"Ideal","D","SI1",61.9,57,2799,5.91,5.86,3.64
"3101",0.6,"Ideal","E","VS1",61.7,55,2774,5.41,5.44,3.35
"3102",0.7,"Very Good","E","VS1",61.9,61,3235,5.59,5.65,3.48
"3103",0.75,"Premium","F","VS2",61.6,58,3013,5.84,5.89,3.61
"3104",0.79,"Ideal","G","SI1",62.6,55,2871,5.91,5.95,3.71
"3105",0.61,"Ideal","D","VVS2",60.1,57,3336,5.53,5.58,3.34
"3106",0.7,"Ideal","H","VVS1",60.9,57,3611,5.7,5.78,3.5
"3107",0.78,"Ideal","F","SI1",61.1,56,2923,5.94,5.98,3.64
"3108",0.78,"Very Good","F","VS1",63.3,56,3563,5.84,5.89,3.71
"3109",0.9,"Ideal","J","VS2",59.8,56,3105,6.27,6.24,3.74
"3110",0.72,"Very Good","E","SI2",61,59,3084,5.73,5.78,3.51
"3111",1,"Very Good","G","SI2",58.2,63,3427,6.53,6.49,3.79
"3112",1.13,"Premium","F","I1",62.3,56,3607,6.69,6.61,4.14
"3113",0.7,"Ideal","G","VVS2",60.8,56,3205,5.75,5.79,3.51
"3114",0.79,"Ideal","G","SI1",62.3,57,2898,5.9,5.85,3.66
"3115",0.9,"Premium","H","SI1",62,55,3377,6.21,6.17,3.84
"3116",0.75,"Premium","E","VS2",61.8,58,3150,5.85,5.83,3.61
"3117",0.77,"Ideal","F","SI1",61.5,55,3321,5.88,5.92,3.63
"3118",0.71,"Premium","G","VVS2",60.3,58,2839,5.82,5.78,3.5
"3119",0.31,"Very Good","G","VS2",61.4,55,559,4.38,4.41,2.69
"3120",0.84,"Premium","F","SI1",59,59,3115,6.18,6.13,3.63
"3121",0.9,"Very Good","E","SI2",63.1,54,3084,6.2,6.17,3.9
"3122",0.82,"Ideal","F","SI1",62.6,56,3251,5.95,5.99,3.74
"3123",0.83,"Premium","E","SI1",62.2,59,2913,6.05,5.97,3.74
"3124",0.82,"Premium","G","SI1",61.8,58,3674,6.02,5.98,3.71
"3125",0.92,"Very Good","G","SI1",63.8,57,3724,6.13,6.16,3.92
"3126",0.77,"Good","F","SI1",64.2,52,2789,5.81,5.77,3.72
"3127",0.71,"Ideal","E","VS2",62.5,56,3304,5.69,5.71,3.56
"3128",1.04,"Ideal","F","I1",61.6,57,3718,6.51,6.46,4
"3129",0.3,"Very Good","J","SI1",62.7,59,351,4.21,4.27,2.66
"3130",0.93,"Good","D","SI2",63.4,59,3540,6.15,6.18,3.91
"3131",0.9,"Good","I","VVS1",63.9,63,3741,6.04,6.07,3.87
"3132",0.7,"Premium","F","VVS2",58.7,60,3062,5.8,5.75,3.39
"3133",0.9,"Very Good","I","VS2",63.4,56,3489,6.09,6.12,3.87
"3134",0.78,"Premium","E","VS1",62.5,57,3444,5.94,5.9,3.7
"3135",0.83,"Ideal","I","SI1",61.9,57,3314,5.96,6.02,3.71
"3136",0.82,"Premium","H","VS1",62.3,60,2985,5.97,5.94,3.71
"3137",0.9,"Fair","J","VS1",65.4,60,2964,6.02,5.93,3.91
"3138",0.79,"Ideal","D","SI1",61.5,56,2896,5.91,5.96,3.65
"3139",0.71,"Premium","D","SI1",61.6,60,2797,5.74,5.69,3.52
"3140",0.33,"Ideal","H","SI1",60.6,56,564,4.46,4.49,2.72
"3141",0.73,"Ideal","E","SI1",62.7,55,2852,5.7,5.79,3.6
"3142",0.9,"Fair","E","VS1",67.6,56,3276,5.94,5.9,4
"3143",0.83,"Premium","E","VS2",61.3,59,3625,6.08,6.02,3.71
"3144",0.72,"Very Good","G","IF",60.7,56,3614,5.78,5.81,3.52
"3145",0.75,"Ideal","F","SI1",61.2,55,2966,5.87,5.92,3.61
"3146",1,"Fair","G","SI1",43,59,3634,6.32,6.27,3.97
"3147",0.73,"Premium","F","VS2",62.5,57,2805,5.75,5.7,3.58
"3148",0.81,"Good","I","VS1",59.4,56,3042,5.97,6.11,3.59
"3149",1,"Ideal","G","SI2",60.3,57,3528,6.51,6.45,3.91
"3150",0.31,"Ideal","D","SI1",62.6,57,571,4.3,4.32,2.7
"3151",0.8,"Very Good","F","VS1",63.6,56,3471,5.83,5.94,3.74
"3152",0.7,"Very Good","F","VS2",61.7,58,2812,5.63,5.69,3.49
"3153",0.3,"Ideal","F","VS2",62.6,54,567,4.3,4.33,2.7
"3154",1.01,"Fair","J","VS2",65.8,55,3190,6.29,6.24,4.12
"3155",0.31,"Ideal","D","SI1",62.7,56,571,4.32,4.36,2.72
"3156",0.32,"Good","E","SI1",63.4,55,561,4.35,4.36,2.76
"3157",0.72,"Premium","D","SI1",60.5,57,3048,5.89,5.85,3.55
"3158",0.79,"Very Good","D","SI2",62.8,59,2823,5.86,5.9,3.69
"3159",0.77,"Premium","E","VS2",60.5,59,3291,5.92,5.98,3.6
"3160",0.75,"Good","D","SI1",63.6,58,3078,5.65,5.77,3.63
"3161",1.01,"Fair","G","SI1",66.1,56,3671,6.26,6.2,4.12
"3162",1.01,"Good","I","SI1",64.1,59,3676,6.24,6.21,3.99
"3163",0.34,"Ideal","I","VS1",62,56,555,4.5,4.53,2.8
"3164",0.75,"Very Good","E","VS2",63,57,3718,5.81,5.78,3.65
"3165",0.8,"Very Good","H","VS1",61.7,62,3209,5.89,5.94,3.65
"3166",0.71,"Ideal","G","VVS1",62.6,56,3210,5.65,5.69,3.55
"3167",0.82,"Ideal","E","SI1",61.8,58,3622,5.99,6.05,3.72
"3168",0.71,"Ideal","F","VS1",61.1,57,3013,5.76,5.82,3.54
"3169",1.01,"Premium","G","I1",59.4,61,3348,6.51,6.45,3.85
"3170",1,"Good","I","SI1",57.6,61,3640,6.56,6.52,3.77
"3171",0.7,"Ideal","H","VVS1",60.5,58,2947,5.76,5.81,3.5
"3172",0.91,"Premium","H","SI2",62.1,56,3498,6.24,6.15,3.85
"3173",0.3,"Premium","H","SI1",62.9,59,554,4.28,4.24,2.68
"3174",0.22,"Fair","E","VS2",65.1,61,337,3.87,3.78,2.49
"3175",0.7,"Ideal","H","SI1",61.4,56,2815,5.7,5.76,3.52
"3176",0.71,"Ideal","F","VS1",61.8,55,3710,5.71,5.73,3.54
"3177",0.7,"Very Good","F","VS1",61.8,59,2895,5.66,5.76,3.53
"3178",0.91,"Very Good","I","VVS2",63.5,59,3618,6.1,6.06,3.86
"3179",0.7,"Good","F","VVS2",63.1,57,2940,5.59,5.66,3.55
"3180",0.81,"Premium","D","SI1",62.4,59,3266,5.96,5.89,3.7
"3181",0.75,"Ideal","G","SI1",61.6,55,2902,5.82,5.86,3.6
"3182",0.91,"Ideal","G","SI2",62.3,56,3664,6.18,6.22,3.86
"3183",0.82,"Ideal","E","SI2",62.2,57,3012,6,5.97,3.72
"3184",0.9,"Good","F","SI1",62.8,64,3659,6.18,5.99,3.82
"3185",0.95,"Very Good","E","SI2",58.7,63,3527,6.43,6.37,3.76
"3186",0.81,"Very Good","H","SI2",61.3,59,2797,5.94,6.01,3.66
"3187",0.3,"Ideal","H","SI1",62.9,57,554,4.27,4.22,2.67
"3188",0.73,"Ideal","F","VVS1",61.9,56,3342,5.83,5.76,3.59
"3189",1.07,"Premium","G","SI2",62.2,58,3545,6.56,6.49,4.06
"3190",0.9,"Very Good","E","SI2",62.6,60,3662,6.09,6.18,3.84
"3191",0.27,"Very Good","E","SI1",61.2,57,407,4.2,4.23,2.58
"3192",0.81,"Good","G","SI2",61,61,2789,5.94,5.99,3.64
